locus;location;strand;ATG;end
all2229;Chr;comp;2673188;2672178
all2230;Chr;comp;2674083;2673286
alr2231;Chr;direct;2674674;2676362
all2232;Chr;comp;2676837;2676427
alr2233;Chr;direct;2677471;2677998
alr2234;Chr;direct;2678618;2680210
all2235;Chr;comp;2681402;2680443
all2236;Chr;comp;2684117;2681541
all2237;Chr;comp;2685314;2684304
all2238;Chr;comp;2686154;2685432
all2239;Chr;comp;2691380;2686257
alr2240;Chr;direct;2691633;2692223
alr2241;Chr;direct;2692248;2693381
alr2242;Chr;direct;2693858;2696203
all2243;Chr;comp;2698353;2696512
all2244;Chr;comp;2700303;2698396
all2245;Chr;comp;2701024;2700341
alr2246;Chr;direct;2701151;2701492
all2247;Chr;comp;2701995;2701618
all2248;Chr;comp;2702743;2702009
all2249;Chr;comp;2703308;2702841
all2250;Chr;comp;2703880;2703434
all2251;Chr;comp;2705109;2703877
all2252;Chr;comp;2705925;2705536
asl2253;Chr;comp;2706347;2706132
asl2254;Chr;comp;2706667;2706452
asr2255;Chr;direct;2707132;2707398
alr2256;Chr;direct;2708165;2709412
alr2257;Chr;direct;2709454;2711865
alr2258;Chr;direct;2712073;2717406
alr2259;Chr;direct;2717732;2719117
all2260;Chr;comp;2720389;2719487
alr2261;Chr;direct;2720748;2721356
all2262;Chr;comp;2722037;2721609
all2263;Chr;comp;2722958;2722089
alr2264;Chr;direct;2723405;2725036
alr2265;Chr;direct;2725143;2726279
alr2266;Chr;direct;2726406;2728985
all2267;Chr;comp;2729413;2729102
alr2268;Chr;direct;2730420;2731157
alr2269;Chr;direct;2731307;2733808
alr2270;Chr;direct;2733901;2734743
alr2271;Chr;direct;2734820;2735335
alr2272;Chr;direct;2735644;2736402
asr2273;Chr;direct;2736392;2736538
alr2274;Chr;direct;2736581;2737735
all2275;Chr;comp;2738630;2738046
alr2276;Chr;direct;2738971;2740266
all2277;Chr;comp;2741194;2740349
alr2278;Chr;direct;2741688;2742257
alr2279;Chr;direct;2742247;2746146
alr2280;Chr;direct;2746186;2747451
all2281;Chr;comp;2748228;2747530
all2282;Chr;comp;2753572;2748221
all2283;Chr;comp;2754144;2753815
all2284;Chr;comp;2754776;2754279
all2285;Chr;comp;2755778;2754777
all2286;Chr;comp;2756284;2755775
all2287;Chr;comp;2756736;2756281
all2288;Chr;comp;2757841;2756810
all2289;Chr;comp;2758916;2757927
all2290;Chr;comp;2760190;2758913
all2291;Chr;comp;2761173;2760187
all2292;Chr;comp;2762348;2761170
all2293;Chr;comp;2763520;2762423
alr2294;Chr;direct;2763872;2764900
alr2295;Chr;direct;2764897;2766294
alr2296;Chr;direct;2766360;2767640
all2297;Chr;comp;2768161;2767670
alr2298;Chr;direct;2768333;2769703
asl2299;Chr;comp;2770120;2769896
alr2300;Chr;direct;2770300;2770788
asl2301;Chr;comp;2771053;2771000
all2302;Chr;comp;2773150;2771978
all2303;Chr;comp;2774576;2773257
alr2304;Chr;direct;2774802;2775449
alr2305;Chr;direct;2775558;2776340
alr2306;Chr;direct;2777197;2779032
alr2307;Chr;direct;2779215;2780627
alr2308;Chr;direct;2780723;2782000
alr2309;Chr;direct;2782040;2783779
alr2310;Chr;direct;2783871;2784911
alr2311;Chr;direct;2785331;2785648
alr2312;Chr;direct;2785825;2787273
alr2313;Chr;direct;2787729;2788544
all2314;Chr;comp;2789680;2788835
all2315;Chr;comp;2790743;2789748
all2316;Chr;comp;2791724;2790870
all2317;Chr;comp;2792344;2791904
all2318;Chr;comp;2793283;2792489
all2319;Chr;comp;2793828;2793490
all2320;Chr;comp;2794814;2794221
alr2321;Chr;direct;2795099;2795536
alr2322;Chr;direct;2796127;2798769
alr2323;Chr;direct;2799039;2801015
alr2324;Chr;direct;2801432;2802625
alr2325;Chr;direct;2803092;2803775
alr2326;Chr;direct;2804495;2806126
all2327;Chr;comp;2807123;2806614
alr2328;Chr;direct;2807483;2808907
asl2329;Chr;comp;2809273;2809070
asr2330;Chr;direct;2809455;2809700
alr2331;Chr;direct;2809813;2810469
asl2332;Chr;comp;2811183;2810950
all2333;Chr;comp;2813056;2811269
all2334;Chr;comp;2815009;2813555
alr2335;Chr;direct;2815238;2816296
alr2336;Chr;direct;2816367;2817665
asl2337;Chr;comp;2818075;2817911
alr2338;Chr;direct;2818434;2820689
alr2339;Chr;direct;2821638;2822537
all2340;Chr;comp;2824032;2822818
all2341;Chr;comp;2824469;2824122
all2342;Chr;comp;2825401;2824625
all2343;Chr;comp;2826388;2825564
all2344;Chr;comp;2827834;2826515
alr2345;Chr;direct;2828054;2828611
alr2346;Chr;direct;2828984;2829298
all2347;Chr;comp;2830281;2829448
asr2348;Chr;direct;2830408;2830593
all2349;Chr;comp;2832373;2830757
alr2350;Chr;direct;2832938;2833879
alr2351;Chr;direct;2834049;2834780
all2352;Chr;comp;2835903;2834830
asl2353;Chr;comp;2836280;2835984
asl2354;Chr;comp;2836843;2836673
alr2355;Chr;direct;2837152;2838243
all2356;Chr;comp;2839127;2838333
all2357;Chr;comp;2839908;2839174
all2358;Chr;comp;2841018;2840038
alr2359;Chr;direct;2841443;2841850
asl2360;Chr;comp;2842273;2842076
alr2361;Chr;direct;2842854;2845382
asl2362;Chr;comp;2845867;2845634
alr2363;Chr;direct;2847122;2848534
all2364;Chr;comp;2849697;2848747
asr2365;Chr;direct;2850349;2850516
alr2366;Chr;direct;2850560;2850916
all2367;Chr;comp;2851478;2851152
all2368;Chr;comp;2852236;2851802
asr2369;Chr;direct;2852529;2852801
asl2370;Chr;comp;2853313;2853122
all2371;Chr;comp;2853854;2853441
alr2372;Chr;direct;2854465;2855484
alr2373;Chr;direct;2855600;2856487
alr2374;Chr;direct;2856532;2856921
all2375;Chr;comp;2857426;2856989
alr2376;Chr;direct;2857583;2857987
alr2377;Chr;direct;2858433;2859914
asr2378;Chr;direct;2859930;2860169
all2379;Chr;comp;2864385;2860351
asl2380;Chr;comp;2864879;2864712
all2381;Chr;comp;2865844;2865389
all2382;Chr;comp;2867327;2865888
asl2383;Chr;comp;2867798;2867622
all2384;Chr;comp;2871661;2870021
alr2385;Chr;direct;2871965;2872321
alr2386;Chr;direct;2872400;2872822
asr2387;Chr;direct;2872925;2873170
asr2388;Chr;direct;2873192;2873368
asr2389;Chr;direct;2873365;2873547
all2390;Chr;comp;2874478;2873558
all2391;Chr;comp;2875722;2874586
alr2392;Chr;direct;2875995;2876534
alr2393;Chr;direct;2876582;2877613
alr2394;Chr;direct;2877610;2878413
all2395;Chr;comp;2879083;2878415
all2396;Chr;comp;2880714;2879350
asl2397;Chr;comp;2881043;2880876
alr2398;Chr;direct;2881109;2882404
all2399;Chr;comp;2883212;2882454
asl2400;Chr;comp;2883543;2883331
asl2401;Chr;comp;2883893;2883597
all2402;Chr;comp;2884221;2883883
asl2403;Chr;comp;2884536;2884243
alr2404;Chr;direct;2884689;2885630
alr2405;Chr;direct;2886064;2886576
alr2406;Chr;direct;2886721;2887473
alr2407;Chr;direct;2887682;2888137
alr2408;Chr;direct;2888194;2888949
all2409;Chr;comp;2889635;2888934
all2410;Chr;comp;2891355;2889838
alr2411;Chr;direct;2891679;2893286
alr2412;Chr;direct;2893358;2895472
all2413;Chr;comp;2896793;2895591
alr2414;Chr;direct;2896951;2897637
all2415;Chr;comp;2898468;2897707
all2416;Chr;comp;2900122;2899124
asl2417;Chr;comp;2901112;2900912
alr2418;Chr;direct;2901472;2904114
all2419;Chr;comp;2904881;2904432
asl2420;Chr;comp;2905164;2904898
all2421;Chr;comp;2905837;2905421
all2422;Chr;comp;2906198;2905803
all2423;Chr;comp;2908329;2906230
all2424;Chr;comp;2909135;2908701
all2425;Chr;comp;2910310;2909543
alr2426;Chr;direct;2910839;2911360
asr2427;Chr;direct;2911399;2911635
alr2428;Chr;direct;2911981;2916864
alr2429;Chr;direct;2916977;2917360
all2430;Chr;comp;2923541;2917395
alr2431;Chr;direct;2923875;2924309
alr2432;Chr;direct;2924402;2925325
alr2433;Chr;direct;2925532;2927337
alr2434;Chr;direct;2927592;2928785
asl2435;Chr;comp;2929035;2928826
all2436;Chr;comp;2930943;2929156
asl2437;Chr;comp;2931299;2931105
all2438;Chr;comp;2931945;2931349
all2439;Chr;comp;2932615;2932097
alr2440;Chr;direct;2932939;2933943
all2441;Chr;comp;2934565;2934011
all2442;Chr;comp;2936072;2934849
all2443;Chr;comp;2937298;2936180
all2444;Chr;comp;2939358;2937346
alr2445;Chr;direct;2939744;2940490
alr2446;Chr;direct;2940773;2942734
alr2447;Chr;direct;2943360;2944490
asr2448;Chr;direct;2944490;2944747
alr2449;Chr;direct;2944744;2945856
alr2450;Chr;direct;2946055;2947644
asl2451;Chr;comp;2948006;2947776
all2452;Chr;comp;2949254;2948253
all2453;Chr;comp;2949906;2949367
alr2454;Chr;direct;2950135;2950443
asl2455;Chr;comp;2950928;2950716
all2456;Chr;comp;2952004;2951210
all2457;Chr;comp;2953438;2952941
alr2458;Chr;direct;2953896;2955101
all2459;Chr;comp;2956703;2955375
all2460;Chr;comp;2958218;2956938
all2461;Chr;comp;2959718;2958372
alr2462;Chr;direct;2959832;2960152
alr2463;Chr;direct;2961299;2962534
alr2464;Chr;direct;2962675;2963763
alr2465;Chr;direct;2963840;2964286
all2466;Chr;comp;2965196;2964342
alr2467;Chr;direct;2965277;2966068
asr2468;Chr;direct;2966185;2966415
asl2469;Chr;comp;2966642;2966421
all2470;Chr;comp;2968935;2966992
alr2471;Chr;direct;2969202;2969639
alr2472;Chr;direct;2969814;2970782
all2473;Chr;comp;2971194;2970796
asr2474;Chr;direct;2971339;2971617
alr2475;Chr;direct;2971782;2972456
alr2476;Chr;direct;2972553;2974469
all2477;Chr;comp;2975693;2974530
alr2478;Chr;direct;2975802;2976197
alr2479;Chr;direct;2976465;2977895
all2480;Chr;comp;2978895;2978044
alr2481;Chr;direct;2979503;2981620
alr2482;Chr;direct;2982519;2983898
alr2483;Chr;direct;2983911;2984513
alr2484;Chr;direct;2984474;2985220
alr2485;Chr;direct;2985297;2986997
alr2486;Chr;direct;2987055;2987957
all2487;Chr;comp;2988639;2987965
alr2488;Chr;direct;2988902;2989228
alr2489;Chr;direct;2989588;2990223
asl2490;Chr;comp;2990672;2990412
all2491;Chr;comp;2991463;2990780
alr2492;Chr;direct;2991689;2993128
alr2493;Chr;direct;2993211;2993999
alr2494;Chr;direct;2993999;2995360
alr2495;Chr;direct;2995394;2996656
alr2496;Chr;direct;2996663;2997139
all2497;Chr;comp;2998335;2997223
all2498;Chr;comp;2999363;2998395
asr2499;Chr;direct;2999612;2999797
all2500;Chr;comp;3001127;2999841
all2501;Chr;comp;3002555;3001329
alr2502;Chr;direct;3002797;3004845
alr2503;Chr;direct;3004907;3005386
asr2504;Chr;direct;3005622;3005843
alr2505;Chr;direct;3005901;3007067
all2506;Chr;comp;3008071;3007100
all2507;Chr;comp;3009423;3008236
all2508;Chr;comp;3011945;3010134
all2509;Chr;comp;3015047;3012156
alr2510;Chr;direct;3015820;3016770
all2511;Chr;comp;3017430;3016816
all2512;Chr;comp;3019424;3017835
asr2513;Chr;direct;3020323;3020616
alr2514;Chr;direct;3021198;3022181
alr2515;Chr;direct;3022214;3023893
alr2516;Chr;direct;3024037;3024630
alr2517;Chr;direct;3024720;3025205
alr2518;Chr;direct;3025533;3026144
asl2519;Chr;comp;3026589;3026359
alr2520;Chr;direct;3026666;3027181
all2521;Chr;comp;3028220;3027261
alr2522;Chr;direct;3029221;3029646
asr2523;Chr;direct;3029794;3030069
alr2524;Chr;direct;3030072;3030383
alr2525;Chr;direct;3030604;3030939
alr2526;Chr;direct;3031038;3032039
alr2527;Chr;direct;3032098;3032403
all2528;Chr;comp;3033171;3032485
all2529;Chr;comp;3035013;3033652
asl2530;Chr;comp;3035599;3035384
all2531;Chr;comp;3036403;3035897
alr2532;Chr;direct;3036844;3037749
all2533;Chr;comp;3039984;3037915
asl2534;Chr;comp;3040594;3040409
alr2535;Chr;direct;3040869;3041675
alr2536;Chr;direct;3041755;3042705
alr2537;Chr;direct;3042717;3043319
alr2538;Chr;direct;3043342;3044268
alr2539;Chr;direct;3044265;3045044
asl2540;Chr;comp;3045294;3045061
alr2541;Chr;direct;3045379;3046173
alr2542;Chr;direct;3046252;3047088
alr2543;Chr;direct;3047114;3047797
all2544;Chr;comp;3048590;3047970
all2545;Chr;comp;3049547;3048738
all2546;Chr;comp;3050325;3049780
all2547;Chr;comp;3050760;3050410
all2548;Chr;comp;3051221;3050901
all2549;Chr;comp;3052363;3051362
all2550;Chr;comp;3053092;3052433
asl2551;Chr;comp;3053927;3053664
asl2552;Chr;comp;3054482;3054327
asl2553;Chr;comp;3054950;3054768
alr2554;Chr;direct;3055041;3056282
asl2555;Chr;comp;3056432;3056310
all2556;Chr;comp;3057007;3056450
asl2557;Chr;comp;3057337;3057095
alr2558;Chr;direct;3057627;3058088
alr2559;Chr;direct;3058178;3059098
alr2560;Chr;direct;3059085;3060044
all2561;Chr;comp;3061250;3060033
alr2562;Chr;direct;3061976;3062389
all2563;Chr;comp;3063536;3062538
all2564;Chr;comp;3065241;3063811
asr2565;Chr;direct;3065263;3065466
all2566;Chr;comp;3066504;3065473
all2567;Chr;comp;3069092;3066711
all2568;Chr;comp;3070459;3069722
alr2569;Chr;direct;3070924;3071343
alr2570;Chr;direct;3071340;3072188
all2571;Chr;comp;3072823;3072374
alr2572;Chr;direct;3073430;3074932
all2573;Chr;comp;3075594;3075025
alr2574;Chr;direct;3076370;3077248
alr2575;Chr;direct;3077739;3078758
alr2576;Chr;direct;3078906;3079817
alr2577;Chr;direct;3079911;3080747
all2578;Chr;comp;3082425;3080926
alr2579;Chr;direct;3082508;3082831
all2580;Chr;comp;3083886;3082897
alr2581;Chr;direct;3084353;3086995
alr2582;Chr;direct;3087259;3088230
alr2583;Chr;direct;3088246;3089232
all2584;Chr;comp;3090226;3089357
all2585;Chr;comp;3091304;3090264
all2586;Chr;comp;3092332;3091301
alr2587;Chr;direct;3092807;3093790
alr2588;Chr;direct;3093940;3096495
alr2589;Chr;direct;3096541;3097494
alr2590;Chr;direct;3097495;3098487
alr2591;Chr;direct;3098738;3099724
alr2592;Chr;direct;3099885;3102434
alr2593;Chr;direct;3102468;3103469
alr2594;Chr;direct;3103553;3103987
alr2595;Chr;direct;3104317;3105309
alr2596;Chr;direct;3105581;3108043
alr2597;Chr;direct;3108094;3109143
all2598;Chr;comp;3110243;3109389
alr2599;Chr;direct;3110333;3110728
asr2600;Chr;direct;3111250;3111438
asl2601;Chr;comp;3111792;3111604
asr2602;Chr;direct;3112342;3112533
asr2603;Chr;direct;3112596;3112715
all2604;Chr;comp;3113022;3112708
asr2605;Chr;direct;3113571;3113732
alr2606;Chr;direct;3113723;3114181
asr2607;Chr;direct;3114219;3114416
all2608;Chr;comp;3115418;3114417
all2609;Chr;comp;3116380;3115421
all2610;Chr;comp;3118995;3116422
all2611;Chr;comp;3119776;3119330
all2612;Chr;comp;3120268;3119879
all2613;Chr;comp;3121306;3120326
alr2614;Chr;direct;3121729;3122055
alr2615;Chr;direct;3122060;3122851
alr2616;Chr;direct;3123178;3123609
all2617;Chr;comp;3124725;3123727
all2618;Chr;comp;3125327;3124734
all2619;Chr;comp;3126634;3125762
all2620;Chr;comp;3128642;3127032
all2621;Chr;comp;3129376;3128849
all2622;Chr;comp;3131416;3129695
all2623;Chr;comp;3133405;3131645
all2624;Chr;comp;3134539;3133691
alr2625;Chr;direct;3135470;3136513
alr2626;Chr;direct;3136801;3139419
alr2627;Chr;direct;3139457;3140452
alr2628;Chr;direct;3140786;3141580
alr2629;Chr;direct;3142176;3142487
asl2630;Chr;comp;3142896;3142660
all2631;Chr;comp;3145252;3143069
asl2632;Chr;comp;3145966;3145796
all2633;Chr;comp;3147406;3146063
alr2634;Chr;direct;3147946;3148605
all2635;Chr;comp;3153384;3148687
all2636;Chr;comp;3154012;3153437
all2637;Chr;comp;3154455;3154006
all2638;Chr;comp;3155746;3154511
asl2639;Chr;comp;3156020;3155868
all2640;Chr;comp;3156950;3156072
all2641;Chr;comp;3160037;3156978
all2642;Chr;comp;3163534;3160040
all2643;Chr;comp;3166839;3163531
all2644;Chr;comp;3174823;3166970
all2645;Chr;comp;3182305;3174926
all2646;Chr;comp;3186823;3182357
all2647;Chr;comp;3190151;3186891
all2648;Chr;comp;3197914;3190148
all2649;Chr;comp;3202671;3197920
all2650;Chr;comp;3204497;3202824
all2651;Chr;comp;3205665;3204484
all2652;Chr;comp;3206930;3205740
all2653;Chr;comp;3208003;3206933
all2654;Chr;comp;3212410;3208157
all2655;Chr;comp;3222397;3212609
all2656;Chr;comp;3224296;3223052
asl2657;Chr;comp;3224576;3224319
all2658;Chr;comp;3225445;3224600
alr2659;Chr;direct;3225573;3226289
alr2660;Chr;direct;3226368;3227432
all2661;Chr;comp;3228540;3227560
alr2662;Chr;direct;3229149;3229889
alr2663;Chr;direct;3229903;3231645
all2664;Chr;comp;3232675;3231782
asr2665;Chr;direct;3232718;3232915
asr2666;Chr;direct;3233430;3233657
asr2667;Chr;direct;3233668;3233913
asr2668;Chr;direct;3234090;3234305
asr2669;Chr;direct;3234302;3234508
all2670;Chr;comp;3236585;3234519
all2671;Chr;comp;3237646;3236675
all2672;Chr;comp;3238524;3237643
all2673;Chr;comp;3239969;3238656
all2674;Chr;comp;3242670;3240067
all2675;Chr;comp;3244421;3242898
all2676;Chr;comp;3247489;3244520
all2677;Chr;comp;3248264;3247587
alr2678;Chr;direct;3248682;3252302
alr2679;Chr;direct;3252330;3259766
alr2680;Chr;direct;3259881;3267437
all2681;Chr;comp;3268128;3267481
alr2682;Chr;direct;3268694;3274534
alr2683;Chr;direct;3275413;3276306
all2684;Chr;comp;3276832;3276293
all2685;Chr;comp;3277325;3276936
asl2686;Chr;comp;3277558;3277322
all2687;Chr;comp;3278907;3277624
all2688;Chr;comp;3280871;3278898
all2689;Chr;comp;3281312;3280875
asl2690;Chr;comp;3281674;3281510
alr2691;Chr;direct;3282086;3284110
all2692;Chr;comp;3284676;3284236
all2693;Chr;comp;3285029;3284646
alr2694;Chr;direct;3285536;3286429
alr2695;Chr;direct;3286573;3287058
alr2696;Chr;direct;3287087;3287530
alr2697;Chr;direct;3287574;3288044
alr2698;Chr;direct;3288210;3289430
all2699;Chr;comp;3292943;3290181
all2700;Chr;comp;3294467;3293280
all2701;Chr;comp;3295094;3294708
all2702;Chr;comp;3295689;3295120
all2703;Chr;comp;3296561;3295749
all2704;Chr;comp;3297504;3296572
all2705;Chr;comp;3298886;3297636
all2706;Chr;comp;3300264;3299275
all2707;Chr;comp;3302826;3300430
alr2708;Chr;direct;3303708;3304742
alr2709;Chr;direct;3304859;3305728
alr2710;Chr;direct;3306136;3306975
alr2711;Chr;direct;3306935;3308215
alr2712;Chr;direct;3308551;3309564
asl2713;Chr;comp;3309963;3309748
asl2714;Chr;comp;3310154;3309963
all2715;Chr;comp;3310867;3310223
all2716;Chr;comp;3311623;3311036
alr2717;Chr;direct;3311821;3313164
alr2718;Chr;direct;3313209;3314030
alr2719;Chr;direct;3314279;3315637
all2720;Chr;comp;3316713;3315625
all2721;Chr;comp;3317528;3316785
alr2722;Chr;direct;3317719;3319017
alr2723;Chr;direct;3319149;3320048
all2724;Chr;comp;3320603;3320055
alr2725;Chr;direct;3320837;3322276
alr2726;Chr;direct;3322734;3323156
asl2727;Chr;comp;3323347;3323168
alr2728;Chr;direct;3323990;3325873
alr2729;Chr;direct;3327355;3327855
alr2730;Chr;direct;3327852;3328457
alr2731;Chr;direct;3328482;3329396
alr2732;Chr;direct;3329430;3331097
asl2733;Chr;comp;3331418;3331167
alr2734;Chr;direct;3331632;3332234
alr2735;Chr;direct;3332484;3333116
all2736;Chr;comp;3333727;3333167
alr2737;Chr;direct;3333975;3334583
alr2738;Chr;direct;3335095;3336141
alr2739;Chr;direct;3336138;3337913
all2740;Chr;comp;3338370;3338050
alr2741;Chr;direct;3338960;3339508
alr2742;Chr;direct;3339505;3340647
alr2743;Chr;direct;3341315;3342559
alr2744;Chr;direct;3342644;3343927
alr2745;Chr;direct;3344178;3345095
alr2746;Chr;direct;3345457;3345810
all2747;Chr;comp;3346367;3345918
all2748;Chr;comp;3348241;3346961
alr2749;Chr;direct;3348453;3348923
all2750;Chr;comp;3349492;3348974
alr2751;Chr;direct;3349815;3350471
alr2752;Chr;direct;3350637;3351230
all2753;Chr;comp;3352154;3351333
all2754;Chr;comp;3352808;3352269
asr2755;Chr;direct;3352885;3353088
all2756;Chr;comp;3353537;3353136
asr2757;Chr;direct;3353600;3353770
alr2758;Chr;direct;3354035;3355258
alr2759;Chr;direct;3355350;3356531
all2760;Chr;comp;3357662;3356658
all2761;Chr;comp;3358784;3357867
alr2762;Chr;direct;3358982;3359503
asr2763;Chr;direct;3359814;3360002
alr2764;Chr;direct;3360065;3361255
alr2765;Chr;direct;3361252;3362463
alr2766;Chr;direct;3362493;3362819
all2767;Chr;comp;3363480;3363172
alr2768;Chr;direct;3363926;3364696
alr2769;Chr;direct;3364727;3365347
all2770;Chr;comp;3366758;3365520
alr2771;Chr;direct;3367200;3368891
all2772;Chr;comp;3370507;3369272
alr2773;Chr;direct;3370821;3371390
alr2774;Chr;direct;3371420;3371932
alr2775;Chr;direct;3372236;3372985
all2776;Chr;comp;3374125;3372965
all2777;Chr;comp;3374642;3374343
all2778;Chr;comp;3375858;3374839
asl2779;Chr;comp;3376272;3375979
alr2780;Chr;direct;3376722;3379367
asr2781;Chr;direct;3379638;3379808
alr2782;Chr;direct;3379826;3380269
alr2783;Chr;direct;3380408;3381343
alr2784;Chr;direct;3381496;3384018
alr2785;Chr;direct;3384469;3386418
asl2786;Chr;comp;3386784;3386587
all2787;Chr;comp;3389902;3387128
all2788;Chr;comp;3390472;3390032
all2789;Chr;comp;3390912;3390535
alr2790;Chr;direct;3391177;3391563
alr2791;Chr;direct;3391768;3395337
all2792;Chr;comp;3396545;3395352
all2793;Chr;comp;3398780;3396735
asl2794;Chr;comp;3399143;3398883
asr2795;Chr;direct;3399367;3399570
all2796;Chr;comp;3400953;3399541
all2797;Chr;comp;3401761;3401012
all2798;Chr;comp;3402194;3401784
all2799;Chr;comp;3403253;3402354
alr2800;Chr;direct;3403546;3407322
